X,orig_gene,proc_gene
26571,XLOC-020712,XLOC-020712
26572,XLOC-020714,XLOC-020714
26573,XLOC-020730,XLOC-020730
26574,XLOC-020735,XLOC-020735
26575,XLOC-020797,XLOC-020797
26576,XLOC-020843,XLOC-020843
26577,XLOC-020898,XLOC-020898
26578,XLOC-020906,XLOC-020906
26579,XLOC-020958,XLOC-020958
26580,XLOC-021043,XLOC-021043
26581,XLOC-021140,XLOC-021140
26582,XLOC-021180,XLOC-021180
26583,XLOC-021187,XLOC-021187
26584,XLOC-021212,XLOC-021212
26585,XLOC-021234,XLOC-021234
26586,XLOC-021244,XLOC-021244
26587,XLOC-021254,XLOC-021254
26588,XLOC-021259,XLOC-021259
26589,XLOC-021301,XLOC-021301
26590,XLOC-021306,XLOC-021306
26591,XLOC-021351,XLOC-021351
26592,XLOC-021352,XLOC-021352
26593,XLOC-021361,XLOC-021361
26594,XLOC-021399,XLOC-021399
26595,XLOC-021400,XLOC-021400
26596,XLOC-021406,XLOC-021406
26597,XLOC-021436,XLOC-021436
26598,XLOC-021534,XLOC-021534
26599,XLOC-021582,XLOC-021582
26600,XLOC-021586,XLOC-021586
26601,XLOC-021835,XLOC-021835
26602,XLOC-021866,XLOC-021866
26603,XLOC-021867,XLOC-021867
26604,XLOC-021896,XLOC-021896
26605,XLOC-021899,XLOC-021899
26606,XLOC-021942,XLOC-021942
26607,XLOC-021944,XLOC-021944
26608,XLOC-022007,XLOC-022007
26609,XLOC-022032,XLOC-022032
26610,XLOC-022034,XLOC-022034
26611,XLOC-022081,XLOC-022081
26612,XLOC-022119,XLOC-022119
26613,XLOC-022129,XLOC-022129
26615,XLOC-022150,XLOC-022150
26616,XLOC-022158,XLOC-022158
26617,XLOC-022188,XLOC-022188
26618,XLOC-022245,XLOC-022245
26619,XLOC-022250,XLOC-022250
26620,XLOC-022251,XLOC-022251
26621,XLOC-022269,XLOC-022269
26622,XLOC-022277,XLOC-022277
26623,XLOC-022281,XLOC-022281
26624,XLOC-022550,XLOC-022550
26625,XLOC-022611,XLOC-022611
26626,XLOC-022621,XLOC-022621
26627,XLOC-022666,XLOC-022666
26628,XLOC-022683,XLOC-022683
26629,XLOC-022705,XLOC-022705
26630,XLOC-022718,XLOC-022718
26631,XLOC-022736,XLOC-022736
26632,XLOC-022740,XLOC-022740
26633,XLOC-022751,XLOC-022751
26634,XLOC-022776,XLOC-022776
26635,XLOC-022799,XLOC-022799
26636,XLOC-022871,XLOC-022871
26637,XLOC-022888,XLOC-022888
26638,XLOC-022898,XLOC-022898
26639,XLOC-022900,XLOC-022900
26640,XLOC-022924,XLOC-022924
26641,XLOC-022929,XLOC-022929
26642,XLOC-022930,XLOC-022930
26643,XLOC-023085,XLOC-023085
26644,XLOC-023138,XLOC-023138
26645,XLOC-023211,XLOC-023211
26646,XLOC-023226,XLOC-023226
26647,XLOC-023228,XLOC-023228
26648,XLOC-023265,XLOC-023265
26649,XLOC-023279,XLOC-023279
26650,XLOC-023300,XLOC-023300
26651,XLOC-023301,XLOC-023301
26652,XLOC-023304,XLOC-023304
26653,XLOC-023308,XLOC-023308
26654,XLOC-023329,XLOC-023329
26655,XLOC-023335,XLOC-023335
26656,XLOC-023369,XLOC-023369
26657,XLOC-023372,XLOC-023372
26658,XLOC-023380,XLOC-023380
26659,XLOC-023402,XLOC-023402
26660,XLOC-023447,XLOC-023447
26661,XLOC-023448,XLOC-023448
26662,XLOC-023479,XLOC-023479
26663,XLOC-023481,XLOC-023481
26664,XLOC-023492,XLOC-023492
26665,XLOC-023549,XLOC-023549
26666,XLOC-023594,XLOC-023594
26667,XLOC-023624,XLOC-023624
26668,XLOC-023752,XLOC-023752
26669,XLOC-023754,XLOC-023754
26670,XLOC-023755,XLOC-023755
26671,XLOC-023761,XLOC-023761
26672,XLOC-023799,XLOC-023799
26673,XLOC-023801,XLOC-023801
26674,XLOC-023808,XLOC-023808
26675,XLOC-023847,XLOC-023847
26676,XLOC-023858,XLOC-023858
26677,XLOC-023863,XLOC-023863
26678,XLOC-023879,XLOC-023879
26679,XLOC-023916,XLOC-023916
26680,XLOC-023979,XLOC-023979
26681,XLOC-023991,XLOC-023991
26682,XLOC-023997,XLOC-023997
26683,XLOC-024017,XLOC-024017
26684,XLOC-024079,XLOC-024079
26685,XLOC-024151,XLOC-024151
26686,XLOC-024206,XLOC-024206
26687,XLOC-024221,XLOC-024221
26688,XLOC-024231,XLOC-024231
26689,XLOC-024248,XLOC-024248
26690,XLOC-024261,XLOC-024261
26691,XLOC-024285,XLOC-024285
26692,XLOC-024337,XLOC-024337
26693,XLOC-024343,XLOC-024343
26694,XLOC-024377,XLOC-024377
26695,XLOC-024390,XLOC-024390
26696,XLOC-024446,XLOC-024446
26697,XLOC-024447,XLOC-024447
26698,XLOC-024455,XLOC-024455
26699,XLOC-024456,XLOC-024456
26700,XLOC-024472,XLOC-024472
26701,XLOC-024516,XLOC-024516
26702,XLOC-024530,XLOC-024530
26703,XLOC-024629,XLOC-024629
26704,XLOC-024706,XLOC-024706
26705,XLOC-024725,XLOC-024725
26706,XLOC-024750,XLOC-024750
26707,XLOC-024824,XLOC-024824
26708,XLOC-024825,XLOC-024825
26709,XLOC-024826,XLOC-024826
26710,XLOC-024828,XLOC-024828
26711,XLOC-024867,XLOC-024867
26712,XLOC-024885,XLOC-024885
26713,XLOC-025024,XLOC-025024
26714,XLOC-025051,XLOC-025051
26715,XLOC-025098,XLOC-025098
26716,XLOC-025107,XLOC-025107
26717,XLOC-025146,XLOC-025146
26718,XLOC-025148,XLOC-025148
26719,XLOC-025168,XLOC-025168
26720,XLOC-025278,XLOC-025278
26721,XLOC-025298,XLOC-025298
26722,XLOC-025327,XLOC-025327
26723,XLOC-025414,XLOC-025414
26724,XLOC-025418,XLOC-025418
26725,XLOC-025424,XLOC-025424
26726,XLOC-025425,XLOC-025425
26727,XLOC-025426,XLOC-025426
26728,XLOC-025455,XLOC-025455
26729,XLOC-025468,XLOC-025468
26730,XLOC-025473,XLOC-025473
26731,XLOC-025546,XLOC-025546
26732,XLOC-025565,XLOC-025565
26733,XLOC-025566,XLOC-025566
26734,XLOC-025573,XLOC-025573
26735,XLOC-025655,XLOC-025655
26736,XLOC-025657,XLOC-025657
26737,XLOC-025673,XLOC-025673
26738,XLOC-025686,XLOC-025686
26739,XLOC-025689,XLOC-025689
26740,XLOC-025795,XLOC-025795
26741,XLOC-025804,XLOC-025804
26742,XLOC-025815,XLOC-025815
26743,XLOC-025819,XLOC-025819
26744,XLOC-025821,XLOC-025821
26745,XLOC-025822,XLOC-025822
26746,XLOC-025875,XLOC-025875
26747,XLOC-025977,XLOC-025977
26748,XLOC-026004,XLOC-026004
26749,XLOC-026010,XLOC-026010
26750,XLOC-026037,XLOC-026037
26751,XLOC-026153,XLOC-026153
26752,XLOC-026228,XLOC-026228
26753,XLOC-026330,XLOC-026330
26754,XLOC-026334,XLOC-026334
26755,XLOC-026336,XLOC-026336
26756,XLOC-026450,XLOC-026450
26757,XLOC-026454,XLOC-026454
26758,XLOC-026497,XLOC-026497
26759,XLOC-026514,XLOC-026514
26760,XLOC-026536,XLOC-026536
26761,XLOC-026578,XLOC-026578
26762,XLOC-026582,XLOC-026582
26763,XLOC-026673,XLOC-026673
26764,XLOC-026682,XLOC-026682
26765,XLOC-026705,XLOC-026705
26766,XLOC-026713,XLOC-026713
26767,XLOC-026715,XLOC-026715
26768,XLOC-026741,XLOC-026741
26769,XLOC-026756,XLOC-026756
26770,XLOC-026761,XLOC-026761
26771,XLOC-026765,XLOC-026765
26772,XLOC-026773,XLOC-026773
26773,XLOC-026774,XLOC-026774
26774,XLOC-026821,XLOC-026821
26775,XLOC-026824,XLOC-026824
26776,XLOC-026839,XLOC-026839
26777,XLOC-026841,XLOC-026841
26778,XLOC-026855,XLOC-026855
26779,XLOC-026920,XLOC-026920
26780,XLOC-026937,XLOC-026937
26781,XLOC-026945,XLOC-026945
26782,XLOC-026946,XLOC-026946
26783,XLOC-026950,XLOC-026950
26784,XLOC-027009,XLOC-027009
26785,XLOC-027111,XLOC-027111
26786,XLOC-027129,XLOC-027129
26787,XLOC-027134,XLOC-027134
26788,XLOC-027155,XLOC-027155
26789,XLOC-027304,XLOC-027304
26790,XLOC-027591,XLOC-027591
26791,XLOC-027664,XLOC-027664
26792,XLOC-027692,XLOC-027692
26793,XLOC-027708,XLOC-027708
26794,XLOC-027709,XLOC-027709
26796,XLOC-027769,XLOC-027769
26797,XLOC-027796,XLOC-027796
26798,XLOC-027844,XLOC-027844
26799,XLOC-027877,XLOC-027877
26800,XLOC-027892,XLOC-027892
26801,XLOC-027918,XLOC-027918
26802,XLOC-027931,XLOC-027931
26803,XLOC-028010,XLOC-028010
26804,XLOC-028064,XLOC-028064
26805,XLOC-028243,XLOC-028243
26806,XLOC-028299,XLOC-028299
26807,XLOC-028339,XLOC-028339
26808,XLOC-028354,XLOC-028354
26809,XLOC-028373,XLOC-028373
26811,XLOC-028443,XLOC-028443
26812,XLOC-028450,XLOC-028450
26813,XLOC-028451,XLOC-028451
26814,XLOC-028452,XLOC-028452
26815,XLOC-028453,XLOC-028453
26816,XLOC-028454,XLOC-028454
26817,XLOC-028456,XLOC-028456
26818,XLOC-028457,XLOC-028457
26819,XLOC-028466,XLOC-028466
26820,XLOC-028470,XLOC-028470
26821,XLOC-028486,XLOC-028486
26822,XLOC-028531,XLOC-028531
26823,XLOC-028555,XLOC-028555
26824,XLOC-028556,XLOC-028556
26825,XLOC-028644,XLOC-028644
26826,XLOC-028649,XLOC-028649
26827,XLOC-028660,XLOC-028660
26828,XLOC-028682,XLOC-028682
26829,XLOC-028687,XLOC-028687
26830,XLOC-028703,XLOC-028703
26831,XLOC-028711,XLOC-028711
26832,XLOC-028772,XLOC-028772
26833,XLOC-028774,XLOC-028774
26834,XLOC-028807,XLOC-028807
26835,XLOC-028814,XLOC-028814
26836,XLOC-028865,XLOC-028865
26837,XLOC-028894,XLOC-028894
26838,XLOC-028899,XLOC-028899
26839,XLOC-028905,XLOC-028905
26840,XLOC-028916,XLOC-028916
26841,XLOC-028935,XLOC-028935
26842,XLOC-028948,XLOC-028948
26843,XLOC-028954,XLOC-028954
26844,XLOC-029028,XLOC-029028
26845,XLOC-029030,XLOC-029030
26846,XLOC-029036,XLOC-029036
26847,XLOC-029041,XLOC-029041
26848,XLOC-029130,XLOC-029130
26849,XLOC-029220,XLOC-029220
26850,XLOC-029257,XLOC-029257
26851,XLOC-029260,XLOC-029260
26852,XLOC-029274,XLOC-029274
26853,XLOC-029275,XLOC-029275
26854,XLOC-029278,XLOC-029278
26855,XLOC-029303,XLOC-029303
26856,XLOC-029373,XLOC-029373
26857,XLOC-029386,XLOC-029386
26858,XLOC-029389,XLOC-029389
26859,XLOC-029420,XLOC-029420
26860,XLOC-029423,XLOC-029423
26861,XLOC-029426,XLOC-029426
26862,XLOC-029463,XLOC-029463
26863,XLOC-029465,XLOC-029465
26864,XLOC-029505,XLOC-029505
26865,XLOC-029508,XLOC-029508
26866,XLOC-029527,XLOC-029527
26867,XLOC-029547,XLOC-029547
26868,XLOC-029568,XLOC-029568
26869,XLOC-029591,XLOC-029591
26870,XLOC-029603,XLOC-029603
26871,XLOC-029608,XLOC-029608
26872,XLOC-029609,XLOC-029609
26873,XLOC-029634,XLOC-029634
26874,XLOC-029654,XLOC-029654
26875,XLOC-029657,XLOC-029657
26876,XLOC-029676,XLOC-029676
26877,XLOC-029763,XLOC-029763
26878,XLOC-029772,XLOC-029772
26879,XLOC-029851,XLOC-029851
26880,XLOC-029870,XLOC-029870
26881,XLOC-029887,XLOC-029887
26882,XLOC-029890,XLOC-029890
26883,XLOC-029934,XLOC-029934
26884,XLOC-029998,XLOC-029998
26885,XLOC-030027,XLOC-030027
26886,XLOC-030218,XLOC-030218
26887,XLOC-030226,XLOC-030226
26888,XLOC-030237,XLOC-030237
26889,XLOC-030238,XLOC-030238
26890,XLOC-030240,XLOC-030240
26891,XLOC-030244,XLOC-030244
26894,XLOC-030262,XLOC-030262
26895,XLOC-030307,XLOC-030307
26896,XLOC-030409,XLOC-030409
26897,XLOC-030503,XLOC-030503
26898,XLOC-030513,XLOC-030513
26899,XLOC-030570,XLOC-030570
26900,XLOC-030587,XLOC-030587
26901,XLOC-030590,XLOC-030590
26902,XLOC-030672,XLOC-030672
26903,XLOC-030786,XLOC-030786
26904,XLOC-030902,XLOC-030902
26905,XLOC-031005,XLOC-031005
26906,XLOC-031033,XLOC-031033
26907,XLOC-031035,XLOC-031035
26908,XLOC-031060,XLOC-031060
26909,XLOC-031061,XLOC-031061
26910,XLOC-031067,XLOC-031067
26911,XLOC-031070,XLOC-031070
26912,XLOC-031073,XLOC-031073
26913,XLOC-031080,XLOC-031080
26914,XLOC-031091,XLOC-031091
26915,XLOC-031097,XLOC-031097
26916,XLOC-031098,XLOC-031098
26917,XLOC-031109,XLOC-031109
26918,XLOC-031115,XLOC-031115
26919,XLOC-031121,XLOC-031121
26920,XLOC-031176,XLOC-031176
26921,XLOC-031177,XLOC-031177
26922,XLOC-031182,XLOC-031182
26923,XLOC-031211,XLOC-031211
26924,XLOC-031229,XLOC-031229
26925,XLOC-031233,XLOC-031233
26926,XLOC-031260,XLOC-031260
26927,XLOC-031339,XLOC-031339
26928,XLOC-031363,XLOC-031363
26929,XLOC-031367,XLOC-031367
26930,XLOC-031372,XLOC-031372
26931,XLOC-031373,XLOC-031373
26932,XLOC-031542,XLOC-031542
26933,XLOC-031547,XLOC-031547
26934,XLOC-031557,XLOC-031557
26935,XLOC-031563,XLOC-031563
26936,XLOC-031564,XLOC-031564
26937,XLOC-031579,XLOC-031579
26938,XLOC-031580,XLOC-031580
26939,XLOC-031589,XLOC-031589
26940,XLOC-031633,XLOC-031633
26941,XLOC-031678,XLOC-031678
26942,XLOC-031679,XLOC-031679
26943,XLOC-031680,XLOC-031680
26944,XLOC-031737,XLOC-031737
26945,XLOC-031805,XLOC-031805
26946,XLOC-031884,XLOC-031884
26947,XLOC-031892,XLOC-031892
26948,XLOC-031893,XLOC-031893
26949,XLOC-031900,XLOC-031900
26950,XLOC-031987,XLOC-031987
26951,XLOC-032081,XLOC-032081
26952,XLOC-032087,XLOC-032087
26953,XLOC-032092,XLOC-032092
26954,XLOC-032110,XLOC-032110
26955,XLOC-032112,XLOC-032112
26956,XLOC-032119,XLOC-032119
26957,XLOC-032121,XLOC-032121
26958,XLOC-032129,XLOC-032129
26959,XLOC-032136,XLOC-032136
26960,XLOC-032154,XLOC-032154
26961,XLOC-032159,XLOC-032159
26962,XLOC-032243,XLOC-032243
26963,XLOC-032256,XLOC-032256
26964,XLOC-032258,XLOC-032258
26965,XLOC-032271,XLOC-032271
26966,XLOC-032276,XLOC-032276
26967,XLOC-032387,XLOC-032387
26968,XLOC-032394,XLOC-032394
26969,XLOC-032440,XLOC-032440
26970,XLOC-032526,XLOC-032526
26971,XLOC-032541,XLOC-032541
26972,XLOC-032543,XLOC-032543
26973,XLOC-032570,XLOC-032570
26974,XLOC-032577,XLOC-032577
26975,XLOC-032630,XLOC-032630
26976,XLOC-032636,XLOC-032636
26977,XLOC-032706,XLOC-032706
26978,XLOC-032707,XLOC-032707
26979,XLOC-032715,XLOC-032715
26980,XLOC-032720,XLOC-032720
26981,XLOC-032721,XLOC-032721
26982,XLOC-032722,XLOC-032722
26983,XLOC-032764,XLOC-032764
26984,XLOC-032772,XLOC-032772
26985,XLOC-032793,XLOC-032793
26986,XLOC-032803,XLOC-032803
26987,XLOC-032810,XLOC-032810
26988,XLOC-032836,XLOC-032836
26989,XLOC-032837,XLOC-032837
26990,XLOC-032843,XLOC-032843
26991,XLOC-032844,XLOC-032844
26992,XLOC-032845,XLOC-032845
26993,XLOC-032857,XLOC-032857
26994,XLOC-032903,XLOC-032903
26995,XLOC-032912,XLOC-032912
26996,XLOC-032954,XLOC-032954
26997,XLOC-032976,XLOC-032976
26998,XLOC-033023,XLOC-033023
26999,XLOC-033024,XLOC-033024
27000,XLOC-033031,XLOC-033031
27001,XLOC-033063,XLOC-033063
27002,XLOC-033065,XLOC-033065
27003,XLOC-033067,XLOC-033067
27004,XLOC-033087,XLOC-033087
27005,XLOC-033093,XLOC-033093
27006,XLOC-033123,XLOC-033123
27007,XLOC-033174,XLOC-033174
27008,XLOC-033352,XLOC-033352
27009,XLOC-033378,XLOC-033378
27010,XLOC-033403,XLOC-033403
27011,XLOC-033414,XLOC-033414
27012,XLOC-033428,XLOC-033428
27013,XLOC-033456,XLOC-033456
27014,XLOC-033475,XLOC-033475
27015,XLOC-033512,XLOC-033512
27016,XLOC-033528,XLOC-033528
27017,XLOC-033543,XLOC-033543
27018,XLOC-033631,XLOC-033631
27019,XLOC-033650,XLOC-033650
27020,XLOC-033651,XLOC-033651
27021,XLOC-033704,XLOC-033704
27022,XLOC-033809,XLOC-033809
27023,XLOC-033938,XLOC-033938
27024,XLOC-033950,XLOC-033950
27025,XLOC-033951,XLOC-033951
27026,XLOC-033953,XLOC-033953
27027,XLOC-034149,XLOC-034149
27028,XLOC-034167,XLOC-034167
27029,XLOC-034170,XLOC-034170
27030,XLOC-034181,XLOC-034181
27031,XLOC-034192,XLOC-034192
27032,XLOC-034199,XLOC-034199
27033,XLOC-034203,XLOC-034203
27034,XLOC-034214,XLOC-034214
27035,XLOC-034223,XLOC-034223
27036,XLOC-034235,XLOC-034235
27037,XLOC-034272,XLOC-034272
27038,XLOC-034373,XLOC-034373
27039,XLOC-034394,XLOC-034394
27040,XLOC-034430,XLOC-034430
27041,XLOC-034431,XLOC-034431
27042,XLOC-034437,XLOC-034437
27043,XLOC-034488,XLOC-034488
27044,XLOC-034492,XLOC-034492
27045,XLOC-034498,XLOC-034498
27046,XLOC-034521,XLOC-034521
27047,XLOC-034522,XLOC-034522
27048,XLOC-034525,XLOC-034525
27049,XLOC-034538,XLOC-034538
27050,XLOC-034584,XLOC-034584
27051,XLOC-034585,XLOC-034585
27052,XLOC-034631,XLOC-034631
27053,XLOC-034734,XLOC-034734
27054,XLOC-034776,XLOC-034776
27055,XLOC-034863,XLOC-034863
27056,XLOC-034911,XLOC-034911
27057,XLOC-034991,XLOC-034991
27058,XLOC-035147,XLOC-035147
27059,XLOC-035162,XLOC-035162
27060,XLOC-035174,XLOC-035174
27061,XLOC-035202,XLOC-035202
27062,XLOC-035243,XLOC-035243
27063,XLOC-035272,XLOC-035272
27064,XLOC-035300,XLOC-035300
27065,XLOC-035318,XLOC-035318
27066,XLOC-035371,XLOC-035371
27067,XLOC-035411,XLOC-035411
27068,XLOC-035413,XLOC-035413
27069,XLOC-035424,XLOC-035424
27070,XLOC-035493,XLOC-035493
27071,XLOC-035513,XLOC-035513
27072,XLOC-035578,XLOC-035578
27073,XLOC-035677,XLOC-035677
27074,XLOC-035679,XLOC-035679
27075,XLOC-035742,XLOC-035742
27076,XLOC-035744,XLOC-035744
27077,XLOC-035750,XLOC-035750
27078,XLOC-035776,XLOC-035776
27079,XLOC-035844,XLOC-035844
27080,XLOC-035847,XLOC-035847
27081,XLOC-035884,XLOC-035884
27082,XLOC-035907,XLOC-035907
27083,XLOC-035949,XLOC-035949
27084,XLOC-036010,XLOC-036010
27085,XLOC-036111,XLOC-036111
27086,XLOC-036173,XLOC-036173
27087,XLOC-036186,XLOC-036186
27088,XLOC-036187,XLOC-036187
27089,XLOC-036220,XLOC-036220
27090,XLOC-036224,XLOC-036224
27091,XLOC-036261,XLOC-036261
27092,XLOC-036274,XLOC-036274
27093,XLOC-036284,XLOC-036284
27094,XLOC-036361,XLOC-036361
27095,XLOC-036408,XLOC-036408
27096,XLOC-036447,XLOC-036447
27097,XLOC-036505,XLOC-036505
27098,XLOC-036506,XLOC-036506
27099,XLOC-036507,XLOC-036507
27100,XLOC-036508,XLOC-036508
27101,XLOC-036509,XLOC-036509
27102,XLOC-036510,XLOC-036510
27103,XLOC-036513,XLOC-036513
27104,XLOC-036545,XLOC-036545
27105,XLOC-036573,XLOC-036573
27106,XLOC-036623,XLOC-036623
27107,XLOC-036624,XLOC-036624
27108,XLOC-036658,XLOC-036658
27109,XLOC-036663,XLOC-036663
27110,XLOC-036686,XLOC-036686
27111,XLOC-036690,XLOC-036690
27112,XLOC-036879,XLOC-036879
27113,XLOC-036897,XLOC-036897
27114,XLOC-036929,XLOC-036929
27115,XLOC-036961,XLOC-036961
27116,XLOC-037016,XLOC-037016
27117,XLOC-037017,XLOC-037017
27118,XLOC-037028,XLOC-037028
27119,XLOC-037213,XLOC-037213
27120,XLOC-037221,XLOC-037221
27121,XLOC-037240,XLOC-037240
27122,XLOC-037388,XLOC-037388
27123,XLOC-037389,XLOC-037389
27124,XLOC-037391,XLOC-037391
27125,XLOC-037523,XLOC-037523
27126,XLOC-037556,XLOC-037556
27127,XLOC-037648,XLOC-037648
27128,XLOC-037780,XLOC-037780
27129,XLOC-037781,XLOC-037781
27130,XLOC-037784,XLOC-037784
27131,XLOC-037878,XLOC-037878
27132,XLOC-037922,XLOC-037922
27133,XLOC-037952,XLOC-037952
27134,XLOC-038013,XLOC-038013
27135,XLOC-038019,XLOC-038019
27136,XLOC-038035,XLOC-038035
27137,XLOC-038055,XLOC-038055
27138,XLOC-038060,XLOC-038060
27139,XLOC-038073,XLOC-038073
27140,XLOC-038084,XLOC-038084
27141,XLOC-038088,XLOC-038088
27142,XLOC-038091,XLOC-038091
27143,XLOC-038098,XLOC-038098
27144,XLOC-038160,XLOC-038160
27145,XLOC-038161,XLOC-038161
27146,XLOC-038254,XLOC-038254
27147,XLOC-038255,XLOC-038255
27148,XLOC-038290,XLOC-038290
27149,XLOC-038315,XLOC-038315
27150,XLOC-038343,XLOC-038343
27151,XLOC-038611,XLOC-038611
27152,XLOC-038699,XLOC-038699
27153,XLOC-038703,XLOC-038703
27154,XLOC-038717,XLOC-038717
27155,XLOC-038745,XLOC-038745
27156,XLOC-038795,XLOC-038795
27157,XLOC-038816,XLOC-038816
27158,XLOC-038869,XLOC-038869
27159,XLOC-038902,XLOC-038902
27160,XLOC-038909,XLOC-038909
27161,XLOC-038929,XLOC-038929
27162,XLOC-038935,XLOC-038935
27163,XLOC-038945,XLOC-038945
27164,XLOC-038946,XLOC-038946
27165,XLOC-038986,XLOC-038986
27166,XLOC-039021,XLOC-039021
27167,XLOC-039079,XLOC-039079
27168,XLOC-039113,XLOC-039113
27169,XLOC-039121,XLOC-039121
27170,XLOC-039146,XLOC-039146
27171,XLOC-039163,XLOC-039163
27172,XLOC-039166,XLOC-039166
27173,XLOC-039167,XLOC-039167
27174,XLOC-039214,XLOC-039214
27175,XLOC-039363,XLOC-039363
27176,XLOC-039619,XLOC-039619
27177,XLOC-039623,XLOC-039623
27178,XLOC-039630,XLOC-039630
27179,XLOC-039631,XLOC-039631
27180,XLOC-039632,XLOC-039632
27181,XLOC-039646,XLOC-039646
27182,XLOC-039647,XLOC-039647
27183,XLOC-039668,XLOC-039668
27184,XLOC-039672,XLOC-039672
27185,XLOC-039713,XLOC-039713
27186,XLOC-039714,XLOC-039714
27187,XLOC-039754,XLOC-039754
27188,XLOC-039757,XLOC-039757
27189,XLOC-039758,XLOC-039758
27190,XLOC-039766,XLOC-039766
27191,XLOC-039769,XLOC-039769
27193,XLOC-039817,XLOC-039817
27194,XLOC-039821,XLOC-039821
27195,XLOC-039839,XLOC-039839
27196,XLOC-039841,XLOC-039841
27197,XLOC-039903,XLOC-039903
27198,XLOC-039931,XLOC-039931
27199,XLOC-039965,XLOC-039965
27200,XLOC-039966,XLOC-039966
27201,XLOC-039987,XLOC-039987
27202,XLOC-040020,XLOC-040020
27203,XLOC-040040,XLOC-040040
27204,XLOC-040068,XLOC-040068
27205,XLOC-040069,XLOC-040069
27206,XLOC-040073,XLOC-040073
27207,XLOC-040108,XLOC-040108
27208,XLOC-040198,XLOC-040198
27209,XLOC-040310,XLOC-040310
27210,XLOC-040350,XLOC-040350
27211,XLOC-040355,XLOC-040355
27212,XLOC-040364,XLOC-040364
27213,XLOC-040374,XLOC-040374
27214,XLOC-040511,XLOC-040511
27215,XLOC-040514,XLOC-040514
27216,XLOC-040515,XLOC-040515
27217,XLOC-040516,XLOC-040516
27218,XLOC-040517,XLOC-040517
27219,XLOC-040575,XLOC-040575
27220,XLOC-040582,XLOC-040582
27221,XLOC-040753,XLOC-040753
27222,XLOC-040754,XLOC-040754
27223,XLOC-040756,XLOC-040756
27224,XLOC-040787,XLOC-040787
27225,XLOC-040812,XLOC-040812
27226,XLOC-040862,XLOC-040862
27227,XLOC-040864,XLOC-040864
27228,XLOC-040894,XLOC-040894
27229,XLOC-040962,XLOC-040962
27230,XLOC-041002,XLOC-041002
27231,XLOC-041030,XLOC-041030
27232,XLOC-041047,XLOC-041047
27233,XLOC-041081,XLOC-041081
27234,XLOC-041220,XLOC-041220
27235,XLOC-041269,XLOC-041269
27236,XLOC-041348,XLOC-041348
27237,XLOC-041356,XLOC-041356
27238,XLOC-041394,XLOC-041394
27239,XLOC-041436,XLOC-041436
27240,XLOC-041451,XLOC-041451
27241,XLOC-041467,XLOC-041467
27242,XLOC-041499,XLOC-041499
27243,XLOC-041566,XLOC-041566
27244,XLOC-041574,XLOC-041574
27245,XLOC-041601,XLOC-041601
27247,XLOC-041612,XLOC-041612
27248,XLOC-041698,XLOC-041698
27249,XLOC-041707,XLOC-041707
27250,XLOC-041734,XLOC-041734
27251,XLOC-041832,XLOC-041832
27252,XLOC-041834,XLOC-041834
27253,XLOC-041857,XLOC-041857
27254,XLOC-041885,XLOC-041885
27255,XLOC-041945,XLOC-041945
27256,XLOC-041980,XLOC-041980
27257,XLOC-041998,XLOC-041998
27258,XLOC-042085,XLOC-042085
27259,XLOC-042135,XLOC-042135
27260,XLOC-042136,XLOC-042136
27261,XLOC-042165,XLOC-042165
27262,XLOC-042200,XLOC-042200
27263,XLOC-042209,XLOC-042209
27264,XLOC-042210,XLOC-042210
27265,XLOC-042219,XLOC-042219
27266,XLOC-042220,XLOC-042220
27267,XLOC-042221,XLOC-042221
27268,XLOC-042222,XLOC-042222
27269,XLOC-042228,XLOC-042228
27270,XLOC-042229,XLOC-042229
27271,XLOC-042234,XLOC-042234
27272,XLOC-042263,XLOC-042263
27273,XLOC-042265,XLOC-042265
27274,XLOC-042292,XLOC-042292
27275,XLOC-042317,XLOC-042317
27276,XLOC-042319,XLOC-042319
27277,XLOC-042334,XLOC-042334
27278,XLOC-042341,XLOC-042341
27279,XLOC-042342,XLOC-042342
27280,XLOC-042487,XLOC-042487
27281,XLOC-042505,XLOC-042505
27282,XLOC-042506,XLOC-042506
27283,XLOC-042512,XLOC-042512
27284,XLOC-042514,XLOC-042514
27285,XLOC-042515,XLOC-042515
27286,XLOC-042556,XLOC-042556
27287,XLOC-042557,XLOC-042557
27288,XLOC-042561,XLOC-042561
27289,XLOC-042562,XLOC-042562
27290,XLOC-042563,XLOC-042563
27291,XLOC-042565,XLOC-042565
27292,XLOC-042568,XLOC-042568
27293,XLOC-042570,XLOC-042570
27294,XLOC-042595,XLOC-042595
27295,XLOC-042596,XLOC-042596
27296,XLOC-042662,XLOC-042662
27297,XLOC-042668,XLOC-042668
27298,XLOC-042669,XLOC-042669
27299,XLOC-042707,XLOC-042707
27300,XLOC-042711,XLOC-042711
27301,XLOC-042735,XLOC-042735
27302,XLOC-042763,XLOC-042763
27303,XLOC-042774,XLOC-042774
27304,XLOC-042788,XLOC-042788
27305,XLOC-042792,XLOC-042792
27306,XLOC-042806,XLOC-042806
27307,XLOC-042812,XLOC-042812
27308,XLOC-042868,XLOC-042868
27309,XLOC-042882,XLOC-042882
27310,XLOC-042898,XLOC-042898
27311,XLOC-042899,XLOC-042899
27312,XLOC-042909,XLOC-042909
27313,XLOC-042915,XLOC-042915
