,orig_gene,proc_gene
26031,or125-6,or125-6
26032,AL929321.4,AL929321.4
26033,or125-5,or125-5
26034,or125-4,or125-4
26035,or125-3,or125-3
26036,AL929321.2,AL929321.2
26037,or125-2,or125-2
26038,or125-1,or125-1
26039,or123-1,or123-1
26040,or124-1,or124-1
26041,or124-3,or124-3
26042,or124-2,or124-2
26043,CU915534.2,CU915534.2
26044,or124-4,or124-4
26045,defbl1,defbl1
26046,pold3,pold3
26047,CU915534.1,CU915534.1
26048,chrdl2,chrdl2
26049,xrra1,xrra1
26050,neu3.1,neu3.1
26051,neu3.2,neu3.2
26052,neu3.3,neu3.3
26053,neu3.4,neu3.4
26054,neu3.5,neu3.5
26055,wdr73,wdr73
26056,defbl2,defbl2
26057,gria4b,gria4b
26058,CR854959.1,CR854959.1
26059,CR854959.2,CR854959.2
26060,elmod1,elmod1
26061,slc35f2,slc35f2
26062,cul5b,cul5b
26063,capn5b,capn5b
26064,ompb,ompb
26065,myo7ab,myo7ab
26066,gdpd4b,gdpd4b
26067,nadk2,nadk2
26068,skp2,skp2
26069,BX470072.1,BX470072.1
26070,CU466287.2,CU466287.2
26071,CU466287.3,CU466287.3
26072,CU466287.1,CU466287.1
26073,si:ch73-112l6.1,sich73112l6.1
26074,lmbrd2b,lmbrd2b
26075,capslb,capslb
26076,il7r,il7r
26077,myo5b,myo5b
26078,cfap53,cfap53
26079,chek1,chek1
26080,nectin1a,nectin1a
26081,si:dkeyp-69c1.7,sidkeyp69c1.7
26082,BX510940.1,BX510940.1
26083,gig2l,gig2l
26084,gig2k,gig2k
26085,gig2j,gig2j
26086,gig2i,gig2i
26087,gig2h,gig2h
26088,gig2g,gig2g
26089,gig2f,gig2f
26090,gig2e,gig2e
26091,gig2d,gig2d
26092,bud13,bud13
26093,si:dkeyp-69c1.9,sidkeyp69c1.9
26094,c1qb,c1qb
26095,c1qc,c1qc
26096,c1qa,c1qa
26097,fbxo40.1,fbxo40.1
26098,fbxo40.2,fbxo40.2
26099,arhgap42a,arhgap42a
26100,trpc6a,trpc6a
26101,angptl5,angptl5
26102,cfap300,cfap300
26103,birc2,birc2
26104,polq,polq
26105,ddias,ddias
26106,pcf11,pcf11
26107,ccdc90b,ccdc90b
26108,alg8,alg8
26109,guca1d,guca1d
26110,dub,dub
26111,rb1,rb1
26112,lpar6b,lpar6b
26113,dlat,dlat
26114,zw10,zw10
26115,usp28,usp28
26116,htr3b,htr3b
26117,htr3a,htr3a
26118,zbtb16a,zbtb16a
26119,ncam1a,ncam1a
26120,BX005227.1,BX005227.1
26121,CR936479.1,CR936479.1
26122,cadm1a,cadm1a
26123,BX890610.1,BX890610.1
26124,CR759955.2,CR759955.2
26125,sc5d,sc5d
26126,anapc13,anapc13
26127,arhgap32b,arhgap32b
26128,CR759955.1,CR759955.1
26129,BX510932.2,BX510932.2
26130,igsf9bb,igsf9bb
26131,BX510932.1,BX510932.1
26132,jam3b,jam3b
26133,zgc:171740,zgc171740
26134,dixdc1b,dixdc1b
26135,ddx10,ddx10
26136,si:dkey-183i3.9,sidkey183i3.9
26137,si:dkey-183i3.5,sidkey183i3.5
26138,si:dkey-183i3.6,sidkey183i3.6
26139,rfc2,rfc2
26140,sycn.3,sycn.3
26141,sycn.1,sycn.1
26142,sycn.2,sycn.2
26143,gng8,gng8
26144,tmem45b,tmem45b
26145,nfrkb,nfrkb
26146,st14b,st14b
26147,or132-1,or132-1
26148,or132-2,or132-2
26149,or132-2-1,or132-2-1
26150,BX510938.2,BX510938.2
26151,BX510938.5,BX510938.5
26152,or132-4,or132-4
26153,or132-3,or132-3
26154,BX510938.4,BX510938.4
26155,or132-5,or132-5
26156,BX510938.1,BX510938.1
26157,BX510938.3,BX510938.3
26158,ppme1,ppme1
26159,sms,sms
26160,cnksr2b,cnksr2b
26161,nlrc3l1,nlrc3l1
26162,si:dkey-17e16.9,sidkey17e16.9
26163,MRPS12,MRPS12
26164,NPAS4,NPAS4
26165,efemp2b,efemp2b
26166,fibpb,fibpb
26167,fosl1b,fosl1b
26168,tmem223,tmem223
26169,ovol1b,ovol1b
26170,tmem151a,tmem151a
26171,si:dkey-17e16.15,sidkey17e16.15
26172,tmem179b,tmem179b
26173,sumf2,sumf2
26174,phkg1b,phkg1b
26175,bicdl2l,bicdl2l
26176,abhd11,abhd11
26177,cldnh,cldnh
26178,CR388166.2,CR388166.2
26179,cldnc,cldnc
26180,cldnb,cldnb
26181,zgc:112437,zgc112437
26182,cldnd,cldnd
26183,zgc:136892,zgc136892
26184,mettl27,mettl27
26185,nf2b,nf2b
26186,caln2,caln2
26187,sdf2,sdf2
26188,supt6h,supt6h
26189,rab34b,rab34b
26190,rpl23a,rpl23a
26191,CR749178.1,CR749178.1
26192,tlcd1,tlcd1
26193,nipal4,nipal4
26194,gria1b,gria1b
26195,BX890629.2,BX890629.2
26196,BX890629.1,BX890629.1
26197,tmsb,tmsb
26198,eif4ebp3,eif4ebp3
26199,ankhd1,ankhd1
26200,CR354383.1,CR354383.1
26201,zgc:110540,zgc110540
26202,cd248b,cd248b
26203,rce1b,rce1b
26204,adssl,adssl
26205,vegfbb,vegfbb
26206,stx5al,stx5al
26207,CR631122.1,CR631122.1
26208,esrra,esrra
26209,prdx5,prdx5
26210,nxf1,nxf1
26211,bscl2,bscl2
26212,gng3,gng3
26213,BX465841.1,BX465841.1
26214,banf1,banf1
26215,slc3a2b,slc3a2b
26216,calm3b,calm3b
26217,pcxa,pcxa
26218,lrfn4a,lrfn4a
26219,fkbp2,fkbp2
26220,ppp1r14ba,ppp1r14ba
26221,slc8a4a,slc8a4a
26222,bada,bada
26223,zgc:110782,zgc110782
26224,zgc:77262,zgc77262
26225,mark2a,mark2a
26226,si:dkey-175m17.7,sidkey175m17.7
26227,si:dkey-175m17.6,sidkey175m17.6
26228,sart1,sart1
26229,hif1al2,hif1al2
26230,BX530031.1,BX530031.1
26231,dpp3,dpp3
26232,rin1a,rin1a
26233,rbm14a,rbm14a
26234,actn3a,actn3a
26235,slc29a2,slc29a2
26236,cfb,cfb
26237,bfb,bfb
26238,cfbl,cfbl
26239,bbs1,bbs1
26240,CAPN1-1,CAPN1-1
26241,pacs1a,pacs1a
26242,zgc:165604,zgc165604
26243,CR405687.1,CR405687.1
26244,pcnx3,pcnx3
26245,nrxn2a,nrxn2a
26246,AL845282.1,AL845282.1
26247,BX927322.1,BX927322.1
26248,rasgrp2,rasgrp2
26249,pygma,pygma
26250,slc22a6l,slc22a6l
26251,CR749775.1,CR749775.1
26252,CR749775.2,CR749775.2
26253,cox8a,cox8a
26254,otub1a,otub1a
26255,epdl2,epdl2
26256,CR749775.3,CR749775.3
26257,nrg2a,nrg2a
26258,puraa,puraa
26259,zgc:100829,zgc100829
26260,BX511240.1,BX511240.1
26261,cxxc5a,cxxc5a
26262,CR759846.1,CR759846.1
26263,ppp3ca,ppp3ca
26264,ecscr,ecscr
26265,timd4,timd4
26266,havcr1,havcr1
26267,CU463029.1,CU463029.1
26268,havcr2,havcr2
26269,si:ch211-57b15.1,sich21157b15.1
26270,si:ch211-57b15.2,sich21157b15.2
26271,adra1ba,adra1ba
26272,CR318595.1,CR318595.1
26273,BX537120.3,BX537120.3
26274,zgc:171310,zgc171310
26275,BX537120.1,BX537120.1
26276,BX537120.2,BX537120.2
26277,CR847571.3,CR847571.3
26278,CR847571.1,CR847571.1
26279,CR847571.2,CR847571.2
26280,CR762480.2,CR762480.2
26281,CR762480.1,CR762480.1
26282,si:ch73-190f9.4,sich73190f9.4
26283,CU104716.1,CU104716.1
26284,CU855895.2,CU855895.2
26285,CU855895.1,CU855895.1
26286,ttc1,ttc1
26287,pwwp2a,pwwp2a
26288,CU855895.3,CU855895.3
26289,fabp6,fabp6
26290,ccnjl,ccnjl
26291,prob1,prob1
26292,slc23a1,slc23a1
26293,pfdn1,pfdn1
26294,BX510945.1,BX510945.1
26295,hbegfb,hbegfb
26296,hnrnph1l,hnrnph1l
26297,BRD8,BRD8
26298,dnajc18,dnajc18
26299,FAM53C,FAM53C
26300,slbp2,slbp2
26301,zmat2,zmat2
26302,lcp2a,lcp2a
26303,foxi3a,foxi3a
26304,CR749164.1,CR749164.1
26305,nhp2,nhp2
26306,grpel2,grpel2
26307,afap1l1b,afap1l1b
26308,snx12,snx12
26309,slc7a3a,slc7a3a
26310,rab39ba,rab39ba
26311,rab38c,rab38c
26312,si:ch211-200p22.4-1,sich211200p22.4-1
26313,phka1b,phka1b
26314,si:dkey-22f5.9,sidkey22f5.9
26315,clcn5a,clcn5a
26316,tnfsf10l3,tnfsf10l3
26317,zgc:110224,zgc110224
26318,trpc2b,trpc2b
26319,rrm1,rrm1
26320,slc6a7,slc6a7
26321,stim1b,stim1b
26322,BX936320.1,BX936320.1
26323,rhogb,rhogb
26324,pgap2,pgap2
26325,ncbp3,ncbp3
26326,rap1gap2b,rap1gap2b
26327,st6gal1,st6gal1
26328,zgc:152891,zgc152891
26329,tpst1l,tpst1l
26330,crcp,crcp
26331,asl,asl
26332,ca4c,ca4c
26333,CR450753.1,CR450753.1
26334,TENM2-1,TENM2-1
26335,si:ch211-166i24.1,sich211166i24.1
26336,zgc:165573,zgc165573
26337,CABZ01006935.1,CABZ01006935.1
26338,si:ch211-160j14.2,sich211160j14.2
26339,mat2b,mat2b
26340,si:ch211-160j14.3,sich211160j14.3
26341,BX927388.1,BX927388.1
26342,clk4b,clk4b
26343,si:ch211-247j9.1,sich211247j9.1
26344,mapk9,mapk9
26345,gfpt2,gfpt2
26346,zgc:123105,zgc123105
26347,CR735104.1,CR735104.1
26348,si:dkeyp-72g9.4,sidkeyp72g9.4
26349,adamts2,adamts2
26350,cnot6a,cnot6a
26351,adra2db,adra2db
26352,slc34a1b,slc34a1b
26353,zgc:194629,zgc194629
26354,CU019662.1,CU019662.1
26355,CU019662.2,CU019662.2
26356,arl3l1,arl3l1
26357,BX072577.1,BX072577.1
26358,rbm22,rbm22
26359,ndst1b,ndst1b
26360,rps14,rps14
26361,cd74b,cd74b
26362,si:ch73-42p12.2,sich7342p12.2
26363,clint1b,clint1b
26364,BX005313.2,BX005313.2
26365,ebf1b,ebf1b
26366,BX005313.1,BX005313.1
26367,si:ch211-51e8.2,sich21151e8.2
26368,rnf145b,rnf145b
26369,map4k6,map4k6
26370,BX510996.1,BX510996.1
26371,mtmr1b,mtmr1b
26372,hmgb3b,hmgb3b
26373,trpc5b,trpc5b
26374,alg13,alg13
26375,dacha,dacha
26376,chm,chm
26377,wdr55,wdr55
26378,zgc:56585,zgc56585
26379,cdc23,cdc23
26380,kif20a,kif20a
26381,si:dkey-71d15.2,sidkey71d15.2
26382,lipia,lipia
26383,rbm11,rbm11
26384,tmprss15,tmprss15
26385,poglut3,poglut3
26386,adrb2b,adrb2b
26387,ubtd2,ubtd2
26388,il12bb,il12bb
26389,ublcp1,ublcp1
26390,rars1,rars1
26391,si:dkeyp-23e4.3,sidkeyp23e4.3
26392,BX247879.1,BX247879.1
26393,sgcd,sgcd
26394,CR388143.1,CR388143.1
26395,LO018617.1,LO018617.1
26396,gemin5,gemin5
26397,mrpl22,mrpl22
26398,cnot8,cnot8
26399,wwc1,wwc1
26400,CR352267.1,CR352267.1
26401,BX936439.1,BX936439.1
26402,nop16,nop16
26403,grk6,grk6
26404,prr7,prr7
26405,dbn1,dbn1
26406,zgc:77151,zgc77151
26407,BX649250.2,BX649250.2
26408,BX649250.1,BX649250.1
26409,znf346,znf346
26410,fgfr4,fgfr4
26411,nsd1b,nsd1b
26412,mrps17,mrps17
26413,fam114a2,fam114a2
26414,pgrmc1,pgrmc1
26415,cox7b,cox7b
26416,pgk1,pgk1
26417,amot,amot
26418,CU929171.1,CU929171.1
26419,ndfip1l,ndfip1l
26420,mpp1,mpp1
26421,gabrb4,gabrb4
26422,FO704750.1,FO704750.1
26423,PRRG3,PRRG3
26424,ripply1,ripply1
26425,rbm41,rbm41
26426,cldn2,cldn2
26427,klf8,klf8
26428,BX530030.1,BX530030.1
26429,klf5l,klf5l
26430,zgc:158291,zgc158291
26431,CR735102.1,CR735102.1
26432,pof1b,pof1b
26433,AL935199.2,AL935199.2
26434,slc25a14,slc25a14
26435,AL935199.1,AL935199.1
26436,rbmx2,rbmx2
26437,siah2l,siah2l
26438,taf9,taf9
26439,rab24,rab24
26440,heatr6,heatr6
26441,hnf1bb,hnf1bb
26442,tlr22,tlr22
26443,ddx52,ddx52
26444,CU463284.2,CU463284.2
26445,CU463284.1,CU463284.1
26446,traf4b,traf4b
26447,aldh3a2b,aldh3a2b
26448,vtnb,vtnb
26449,slc13a2,slc13a2
26450,unc119b,unc119b
26451,cryba1b,cryba1b
26452,cpdb,cpdb
26453,trarg1b,trarg1b
26454,CU442763.1,CU442763.1
26455,si:ch211-274p24.2,sich211274p24.2
26456,aifm5,aifm5
26457,si:ch211-274p24.4,sich211274p24.4
26458,cluhb,cluhb
26459,pafah1b1b,pafah1b1b
26460,mntb,mntb
26461,sept4a,sept4a
26462,dynll2b,dynll2b
26463,srsf1b,srsf1b
26464,pigs,pigs
26465,aldocb,aldocb
26466,rskrb,rskrb
26467,mrm3b,mrm3b
26468,plrdgb,plrdgb
26469,tmigd1,tmigd1
26470,slc47a1,slc47a1
26471,slc47a2.1,slc47a2.1
26472,BX248108.1,BX248108.1
26473,med31,med31
26474,slc13a5a,slc13a5a
26475,serpinf2a,serpinf2a
26476,serpinf1,serpinf1
26477,slco2b1,slco2b1
26478,or115-15,or115-15
26479,or115-1,or115-1
26480,or115-14,or115-14
26481,or115-13,or115-13
26482,or115-12,or115-12
26483,or115-11,or115-11
26484,or115-10,or115-10
26485,or115-9,or115-9
26486,si:ch211-218m3.9,sich211218m3.9
26487,or115-8,or115-8
26488,si:ch211-218m3.11,sich211218m3.11
26489,or115-7,or115-7
26490,si:ch211-218m3.13,sich211218m3.13
26491,or115-6,or115-6
26492,or115-5,or115-5
26493,si:ch211-218m3.16,sich211218m3.16
26494,or115-2,or115-2
26495,si:ch211-218m3.18,sich211218m3.18
26496,si:ch211-218m3.19,sich211218m3.19
26497,or101-1,or101-1
26498,CR847523.3,CR847523.3
26499,nup98,nup98
26500,CR847523.2,CR847523.2
26501,CR847523.1,CR847523.1
26502,nsrp1,nsrp1
26503,ssh2b,ssh2b
26504,coro6,coro6
26505,CU929119.1,CU929119.1
26506,taok1b,taok1b
26507,pdk3b,pdk3b
26508,pcyt1bb,pcyt1bb
26509,CU062645.1,CU062645.1
26510,arxb,arxb
26511,ccdc82,ccdc82
26512,pomp,pomp
26513,apbb3,apbb3
26514,zgc:162239,zgc162239
26515,limk1b,limk1b
26516,elnb,elnb
26517,yipf5,yipf5
26518,kctd16b,kctd16b
26519,plac8l1,plac8l1
26520,lars1b,lars1b
26521,msx2b,msx2b
26522,CU570984.1,CU570984.1
26523,nsg2,nsg2
26524,cpeb4b,cpeb4b
26525,CABZ01034722.1,CABZ01034722.1
26526,bod1,bod1
26527,stc2b,stc2b
26528,bnip1b,bnip1b
26529,crebrf,crebrf
26530,pcyox1l,pcyox1l
26531,BX005397.1,BX005397.1
26532,dre-mir-146b,dre-mir-146b
26533,ppp2r2bb,ppp2r2bb
26534,CU929230.1,CU929230.1
26535,cct6a,cct6a
26536,rnf14,rnf14
26537,endou2,endou2
26538,gabrg2,gabrg2
26539,CR847531.1,CR847531.1
26540,gabra1,gabra1
26541,gabra6b,gabra6b
26542,GABRB2,GABRB2
26543,CABZ01079260.1,CABZ01079260.1
26544,si:ch1073-204b8.1,sich1073204b8.1
26545,sh3pxd2b,sh3pxd2b
26546,stk10,stk10
26547,CABZ01024683.1,CABZ01024683.1
26548,zmp:0000001268,zmp0000001268
26549,CU462980.1,CU462980.1
26550,stk32a,stk32a
26551,dpysl3,dpysl3
26552,jakmip2,jakmip2
26553,CU459082.1,CU459082.1
26554,si:ch73-68b22.2,sich7368b22.2
26555,p4ha2,p4ha2
26556,hspa4a,hspa4a
26557,zcchc10,zcchc10
26558,aff4,aff4
26559,FP085421.1,FP085421.1
26560,shroom1,shroom1
26561,sowahaa,sowahaa
26562,sept8a,sept8a
26563,ccni2,ccni2
26564,AL954767.1,AL954767.1
26565,frmd7,frmd7
26566,stk26,stk26
26567,tmem185,tmem185
26568,ankrd46a,ankrd46a
26569,atg4a,atg4a
26570,irs4a,irs4a
26571,si:ch73-362m14.2,sich73362m14.2
26572,gpr185a,gpr185a
26573,si:ch73-362m14.4,sich73362m14.4
26574,htr2cl2,htr2cl2
26575,si:ch1073-263o8.2,sich1073263o8.2
26576,si:dkey-229d11.5,sidkey229d11.5
26577,CR792441.7,CR792441.7
26578,si:ch211-263m18.4,sich211263m18.4
26579,si:dkey-229d11.3,sidkey229d11.3
26580,tmlhe,tmlhe
26581,dkc1,dkc1
26582,CR792441.5,CR792441.5
26583,CR792441.4,CR792441.4
26584,ENSDARG00000083089,ENSDARG00000083089
26585,CR792441.6,CR792441.6
26586,CR792441.2,CR792441.2
26587,CR792441.3,CR792441.3
26588,pdlim4,pdlim4
26589,CU499330.1,CU499330.1
26590,csf1rb,csf1rb
26591,sra1,sra1
26592,camk2a,camk2a
26593,cdx1b,cdx1b
26594,ik,ik
26595,arsib,arsib
26596,ndufa2,ndufa2
26597,FO704810.1,FO704810.1
26598,oatx,oatx
26599,fgf1b,fgf1b
26600,BX928756.1,BX928756.1
26601,gabra3,gabra3
26602,BX928756.2,BX928756.2
26603,zgc:136410,zgc136410
26604,brcc3,brcc3
26605,cmc4,cmc4
26606,fundc2,fundc2
26607,CU855912.1,CU855912.1
26608,TMEM164,TMEM164
26609,FO905003.2,FO905003.2
26610,spry4,spry4
26611,ammecr1,ammecr1
26612,kif4,kif4
26613,rnf121,rnf121
26614,fstl4,fstl4
26615,rapgef6,rapgef6
26616,si:ch73-269m14.2,sich73269m14.2
26617,vdac1,vdac1
26618,si:ch73-269m14.3,sich73269m14.3
26619,si:ch73-269m14.4,sich73269m14.4
26620,tcf7,tcf7
26621,skp1,skp1
26622,zgc:56064,zgc56064
26623,ube2b,ube2b
26624,cdkn2aipnl,cdkn2aipnl
26625,jade2,jade2
26626,CU207269.4,CU207269.4
26627,CU207269.2,CU207269.2
26628,CU207269.1,CU207269.1
26629,CU207269.3,CU207269.3
26630,si:dkey-223p19.1,sidkey223p19.1
26631,si:dkey-223p19.2,sidkey223p19.2
26632,fnip1,fnip1
26633,CABZ01058362.1,CABZ01058362.1
26634,LO018363.2,LO018363.2
26635,LO018363.1,LO018363.1
26636,irf1b,irf1b
26637,slc22a5,slc22a5
26638,sar1b,sar1b
26639,sec24a,sec24a
26640,CU302316.1,CU302316.1
26641,camlg,camlg
26642,ddx46,ddx46
26643,C21H5orf24,C21H5orf24
26644,macroh2a1,macroh2a1
26645,pitx1,pitx1
26646,txndc15,txndc15
26647,faxdc2,faxdc2
26648,larp1,larp1
26649,sap30l,sap30l
26650,galnt10,galnt10
26651,slc22a4,slc22a4
26652,slc22a21,slc22a21
26653,MYG1,MYG1
26654,prr13,prr13
26655,sp1,sp1
26656,col2a1b,col2a1b
26657,CABZ01072245.1,CABZ01072245.1
26658,CABZ01072242.1,CABZ01072242.1
26659,elmo2,elmo2
26660,arfgap1,arfgap1
26661,cdk4,cdk4
26662,NCKAP1L,NCKAP1L
26663,tegt,tegt
26664,avil,avil
26665,CU633745.1,CU633745.1
26666,dusp7,dusp7
26667,alas1,alas1
26668,npffl,npffl
26669,slc11a2,slc11a2
26670,mettl1,mettl1
26671,poc1a,poc1a
26672,cyp27b1,cyp27b1
26673,CR855375.2,CR855375.2
26674,pdrg1,pdrg1
26675,CR855375.1,CR855375.1
26676,CR855375.5,CR855375.5
26677,znf831,znf831
26678,nuf2,nuf2
26679,rab43,rab43
26680,zgc:77375,zgc77375
26681,CR855375.4,CR855375.4
26682,isy1,isy1
26683,cnbpb,cnbpb
26684,CR855375.3,CR855375.3
26685,raf1b,raf1b
26686,CU695207.1,CU695207.1
26687,mkrn2,mkrn2
26688,CU695207.2,CU695207.2
26689,mkrn2os.1,mkrn2os.1
26690,mkrn2os.2,mkrn2os.2
26691,tsen2,tsen2
26692,CABZ01069324.1,CABZ01069324.1
26693,pparg,pparg
26694,syn2b,syn2b
26695,timp4.1,timp4.1
26696,timp4.2,timp4.2
26697,timp4.3,timp4.3
26698,FQ311892.1,FQ311892.1
26699,vgll4b,vgll4b
26700,tamm41,tamm41
26701,atg7,atg7
26702,CABZ01066384.1,CABZ01066384.1
26703,slc6a1b,slc6a1b
26704,CU914760.1,CU914760.1
26705,slc6a11b,slc6a11b
26706,atp2b2,atp2b2
26707,iars1,iars1
26708,rpl29,rpl29
26709,si:ch211-266k22.6,sich211266k22.6
26710,ppp1r3db,ppp1r3db
26711,phactr3b,phactr3b
26712,acot8,acot8
26713,srsf6b,srsf6b
26714,ift52,ift52
26715,AL935272.1,AL935272.1
26716,si:ch73-303b9.1,sich73303b9.1
26717,mybl2b,mybl2b
26718,si:dkey-40c23.1,sidkey40c23.1
26719,si:dkey-40c23.2,sidkey40c23.2
26720,si:dkey-40c23.2-1,sidkey40c23.2-1
26721,lrp1aa,lrp1aa
26722,rbms2a,rbms2a
26723,faim2b,faim2b
26724,CT573157.1,CT573157.1
26725,nr1d4b,nr1d4b
26726,rargb,rargb
26727,calcoco1b,calcoco1b
26728,hoxc13b,hoxc13b
26729,hoxc12b,hoxc12b
26730,hoxc11b,hoxc11b
26731,mir196c,mir196c
26732,hoxc6b,hoxc6b
26733,smug1,smug1
26734,hnrnpa1a,hnrnpa1a
26735,znf740a,znf740a
26736,znf740a-1,znf740a-1
26737,igfbp6a,igfbp6a
26738,pip4k2cb,pip4k2cb
26739,ube2v1,ube2v1
26740,csnk2a4,csnk2a4
26741,slc2a10,slc2a10
26742,tp53rk,tp53rk
26743,SERINC3,SERINC3
26744,si:ch73-267c23.10,sich73267c23.10
26745,dgkab,dgkab
26746,NABP2,NABP2
26747,cnpy2,cnpy2
26748,zgc:113184,zgc113184
26749,nab2,nab2
26750,dnajc14,dnajc14
26751,FQ790208.1,FQ790208.1
26752,si:ch211-160o17.2,sich211160o17.2
26753,si:ch211-160o17.3,sich211160o17.3
26754,zgc:193807,zgc193807
26755,zgc:193807-1,zgc1938071
26756,si:ch211-160o17.4,sich211160o17.4
26757,b3galt6,b3galt6
26758,si:ch211-160o17.6,sich211160o17.6
26759,tmem167b,tmem167b
26760,mapk14b,mapk14b
26761,srpk1b,srpk1b
26762,CT583672.1,CT583672.1
26763,lhfpl5a,lhfpl5a
26764,kif21b,kif21b
26765,cpne5b,cpne5b
26766,dre-mir-724,dre-mir-724
26767,timeless,timeless
26768,pmela,pmela
26769,mmp19,mmp19
26770,cdk2,cdk2
26771,sarnp,sarnp
26772,prph,prph
26773,tuba2,tuba2
26774,suox,suox
26775,mcrs1,mcrs1
26776,acap3b,acap3b
26777,pusl1,pusl1
26778,ddx19,ddx19
26779,CR558302.1,CR558302.1
26780,CAMK2N1,CAMK2N1
26781,si:dkey-33m11.7,sidkey33m11.7
26782,si:dkey-33m11.8,sidkey33m11.8
26783,cdab,cdab
26784,dnajc16l,dnajc16l
26785,itih3a,itih3a
26786,itih1,itih1
26787,gata2a,gata2a
26788,rpn1,rpn1
26789,pbrm1,pbrm1
26790,CR450797.1,CR450797.1
26791,gnl3,gnl3
26792,glt8d1,glt8d1
26793,spcs1,spcs1
26794,nek4,nek4
26795,camk1b,camk1b
26796,BX571768.1,BX571768.1
26797,ccdc3b,ccdc3b
26798,BX248331.2,BX248331.2
26799,FAM107A-1,FAM107A-1
26800,BX248331.1,BX248331.1
26801,BX248331.4,BX248331.4
26802,CT033790.1,CT033790.1
26803,CT033790.2,CT033790.2
26804,si:ch211-63i20.3,sich21163i20.3
26805,ptprga,ptprga
26806,cse1l,cse1l
26807,CR559931.1,CR559931.1
26808,slc35e1,slc35e1
26809,CU855733.1,CU855733.1
26810,pex11g,pex11g
26811,APBA3,APBA3
26812,ABCA7,ABCA7
26813,r3hdm4,r3hdm4
26814,arid3a,arid3a
26815,ctdspl3,ctdspl3
26816,ndufs7,ndufs7
26817,gamt,gamt
26818,dazap1,dazap1
26819,rps15,rps15
26820,abhd8b,abhd8b
26821,dda1,dda1
26822,ano8b,ano8b
26823,gtpbp3,gtpbp3
26824,plvapb,plvapb
26825,babam1,babam1
26826,CT573239.2,CT573239.2
26827,CT573239.1,CT573239.1
26828,ushbp1,ushbp1
26829,nr2f6b,nr2f6b
26830,tax1bp3,tax1bp3
26831,slc1a6,slc1a6
26832,BX248501.2,BX248501.2
26833,ccl44,ccl44
26834,pole4,pole4
26835,BX248501.1,BX248501.1
26836,ccl25b,ccl25b
26837,ctns,ctns
26838,ranbp3a,ranbp3a
26839,AL840638.1,AL840638.1
26840,AL840638.2,AL840638.2
26841,nrtn,nrtn
26842,AL840638.3,AL840638.3
26843,ndufa11,ndufa11
26844,VMAC,VMAC
26845,FO681393.1,FO681393.1
26846,VMAC-1,VMAC-1
26847,CU062501.1,CU062501.1
26848,larp6b,larp6b
26849,gadd45ba,gadd45ba
26850,CU062501.2,CU062501.2
26851,si:dkey-246j7.1,sidkey246j7.1
26852,CR381534.1,CR381534.1
26853,pde4cb,pde4cb
26854,BX936438.1,BX936438.1
26855,rab3ab,rab3ab
26856,lsm4,lsm4
26857,BX936438.2,BX936438.2
26858,ddx49,ddx49
26859,klhl26,klhl26
26860,crtc1b,crtc1b
26861,comp,comp
26862,FQ976909.1,FQ976909.1
26863,si:ch211-253b8.2,sich211253b8.2
26864,zgc:173548,zgc173548
26865,cdh27,cdh27
26866,si:ch211-253b8.5,sich211253b8.5
26867,CR925817.1,CR925817.1
26868,bmp7a,bmp7a
26869,CR925817.2,CR925817.2
26870,CU929070.5,CU929070.5
26871,CU929070.3,CU929070.3
26872,CU929070.4,CU929070.4
26873,CU929070.1,CU929070.1
26874,CU929070.2,CU929070.2
26875,smim7,smim7
26876,tmem38a,tmem38a
26877,thop1,thop1
26878,nwd1,nwd1
26879,zgc:113223,zgc113223
26880,reep6,reep6
26881,si:ch73-238c9.1,sich73238c9.1
26882,apc2,apc2
26883,diras1a,diras1a
26884,si:dkey-197i20.6,sidkey197i20.6
26885,vtg3,vtg3
26886,adgrl4,adgrl4
26887,adgrl2a,adgrl2a
26888,CR450813.2,CR450813.2
26889,CR450813.1,CR450813.1
26890,CR352338.1,CR352338.1
26891,ttll7,ttll7
26892,prkacba,prkacba
26893,samd13,samd13
26894,uox,uox
26895,dnase2b,dnase2b
26896,pimr203,pimr203
26897,pimr204,pimr204
26898,si:cabz01021066.1,sicabz01021066.1
26899,pimr205,pimr205
26900,pimr202,pimr202
26901,si:ch211-247n2.1,sich211247n2.1
26902,CR847563.2,CR847563.2
26903,tbl1xr1a,tbl1xr1a
26904,CR847563.1,CR847563.1
26905,si:ch211-51h4.2,sich21151h4.2
26906,CU179643.1,CU179643.1
26907,CR788237.2,CR788237.2
26908,CR788237.1,CR788237.1
26909,CABZ01079837.1,CABZ01079837.1
26910,nlgn1,nlgn1
26911,BX005472.1,BX005472.1
26912,ect2,ect2
26913,mcf2l2,mcf2l2
26914,CT990625.1,CT990625.1
26915,b3gnt5a,b3gnt5a
26916,slc4a10a,slc4a10a
26917,tbr1a,tbr1a
26918,psmd14,psmd14
26919,CR678435.1,CR678435.1
26920,rbms1a,rbms1a
26921,itgb6,itgb6
26922,pla2r1,pla2r1
26923,ly75,ly75
26924,CR847973.1,CR847973.1
26925,myom2a,myom2a
26926,lgsn,lgsn
26927,ptp4a1,ptp4a1
26928,col9a1a,col9a1a
26929,si:dkey-23f9.4,sidkey23f9.4
26930,mrpl4,mrpl4
26931,C11H6orf120,C11H6orf120
26932,BX324177.10,BX324177.10
26933,BX324177.11,BX324177.11
