gene	21Day	22Month	24hpf	3Month	72hpf
si:dkey-197i20.6	794	851	37	398	1742
si:dkey-199f5.8	5776	15399	2975	17726	8405
si:dkey-199m13.4	229	134	363	61	420
si:dkey-19a16.13	5	0	18	0	7
si:dkey-19a16.2	322	1190	40	1675	160
si:dkey-19a16.7	1175	3361	378	11681	1388
si:dkey-19b23.11	21	2494	49	923	46
si:dkey-19b23.12	7234	1096	1639	10589	8965
si:dkey-19b23.13	220	398	32	2035	269
si:dkey-19b23.14	218	6954	487	9495	198
si:dkey-19b23.8	1914	12142	211	16653	3315
si:dkey-19e4.5	4512	9015	2178	15558	10620
si:dkey-1b17.9	262	2335	144	2089	543
si:dkey-1c11.1	158	91	111	72	435
si:dkey-1h24.6	341	676	42	808	34
si:dkey-1h4.4	44	1775	21	1807	80
si:dkey-200l5.4	232	10063	18	18096	26
si:dkey-201g16.1	1	0	31	0	6
si:dkey-201g16.5	6	26	0	58	2
si:dkey-202b22.6	53	95	65	714	67
si:dkey-202c14.3	9	586	8	5038	19
si:dkey-202e22.2	503	267	84	661	772
si:dkey-202l16.5	525	10136	27	21328	363
si:dkey-204f11.64	2637	5579	880	15243	4830
si:dkey-205h13.2	6437	1062	28	2093	5785
si:dkey-206d17.12	5495	30001	516	47441	3832
si:dkey-206f10.1	556	337	55	3159	417
si:dkey-207b20.2	107	41	25	1590	142
si:dkey-208b23.5	44	248	98	1918	107
si:dkey-208c12.2	90	10650	71	13428	88
si:dkey-208k22.6	52	665	45	1828	240
si:dkey-209n16.2	62	617	97	1201	74
si:dkey-20d21.12	110	847	75	2956	166
si:dkey-20i10.7	70	59	47	147	76
si:dkey-20i20.2	1238	903	524	1202	1587
si:dkey-20i20.3	26	0	31	1	55
si:dkey-20i20.7	56	18	50	22	122
si:dkey-20i20.9	95	20	29	4	211
si:dkey-210j14.4	1005	1489	890	6628	2362
si:dkey-210j14.5	158	573	149	1721	298
si:dkey-211f22.5	227	2449	14	2504	206
si:dkey-217d24.6	894	2299	715	4987	1963
si:dkey-217l24.1	540	558	60	918	447
si:dkey-218f9.10	86	242	14	217	66
si:dkey-219c3.2	214	342	108	312	158
si:dkey-219e21.2	1174	21255	45	30765	281
si:dkey-21a6.5	882	17941	482	25345	1673
si:dkey-21c1.1	2122	4627	413	9995	1475
si:dkey-21c1.8	375	131	983	477	1875
si:dkey-21c19.3	868	1041	533	2672	969
si:dkey-21h14.8	17	291	21	270	15
si:dkey-21p1.3	136	84	21	53	32
si:dkey-220f10.4	580	441	117	658	1057
si:dkey-221j11.3	1721	129	371	1689	6728
si:dkey-222b8.1	135	173	87	388	210
si:dkey-222b8.4	81	255	84	636	103
si:dkey-222f2.1	2682	2127	430	5775	5915
si:dkey-222f8.3	3406	17684	1574	24923	2917
si:dkey-222n6.2	1820	106	2751	683	15317
si:dkey-225k4.1	244	2970	59	4011	255
si:dkey-226l10.6	650	769	948	1966	1463
si:dkey-228a15.1	333	20964	76	7065	366
si:dkey-228d14.5	489	916	21	1826	338
si:dkey-229b18.3	2052	6615	1036	10022	2322
si:dkey-229d11.3	6	1542	370	951	224
si:dkey-229d11.5	5	1662	45	693	34
si:dkey-229d2.4	100	460	46	476	103
si:dkey-229e3.2	1234	676	163	1628	460
si:dkey-22a18.2	29	184	31	560	19
si:dkey-22h13.2	108	43	99	196	222
si:dkey-22i16.2	469	3163	9	391	208
si:dkey-22i16.9	1251	2334	434	4664	318
si:dkey-22l11.6	2842	2840	1220	5778	1930
si:dkey-22n8.3	192	213	39	348	234
si:dkey-22o12.2	610	1246	212	1779	1292
si:dkey-22o22.2	149	1650	46	1121	149
si:dkey-230p4.1	4960	2692	5090	5448	9274
si:dkey-234h16.7	478	1934	158	3613	1447
si:dkey-234i14.2	194	1680	105	4397	739
si:dkey-235d18.5	695	779	391	1460	1286
si:dkey-237j10.2	262	910	121	1215	156
si:dkey-238c7.16	266	789	143	1689	194
si:dkey-238d18.4	603	8816	90	14846	596
si:dkey-238i5.2	386	887	159	1948	431
si:dkey-238k10.3	327	2493	12	1828	102
si:dkey-238o13.4	897	2239	252	5531	3615
si:dkey-239h2.3	5672	24631	2896	34784	3666
si:dkey-239i20.2	367	19762	88	39806	152
si:dkey-239i20.4	126	399	7	1246	45
si:dkey-239j18.2	2	37	39208	109	94
si:dkey-239j18.3	1	0	29937	5	1401
si:dkey-239n17.4	189	256	67	357	266
si:dkey-23a13.17	47	7	144	58	81
si:dkey-23a13.21	42	24	118	12	55
si:dkey-23a13.22	565	7194	1278	18364	239
si:dkey-23a13.9	19	3	47	18	50
si:dkey-23a23.2	358	1324	240	2414	711
si:dkey-23a23.3	225	422	205	586	589
si:dkey-23c22.5	82	278	14	382	70
si:dkey-23c22.9	13	626	2	1082	13
si:dkey-23f9.4	1056	1477	918	4038	2906
si:dkey-23i12.5	10615	48771	4170	77345	8070
si:dkey-23i12.7	12058	20947	1717	12902	15466
si:dkey-23k10.5	232	8621	12	16454	147
si:dkey-23o4.6	340	753	93	109	85
si:dkey-240e12.6	3	1884	37	26	171
si:dkey-240h12.3	95	43	36	16	54
si:dkey-240h12.4	329	1654	58	3660	193
si:dkey-240n22.6	229	1309	36	2710	208
si:dkey-240n22.8	198	173	99	407	491
si:dkey-241l7.4	1	4405	42	171	7
si:dkey-243i1.1	471	607	316	1955	1286
si:dkey-243k1.3	114	195	56	245	3
si:dkey-244a7.1	1810	3717	1833	7799	3904
si:dkey-246g23.2	98	61	7	245	35
si:dkey-246j7.1	541	3884	45	13505	85
si:dkey-247i3.5	17	22	46	177	24
si:dkey-247i3.6	11	0	25	0	56
si:dkey-247k7.2	15687	9982	41	35870	5302
si:dkey-248g15.3	13986	119797	5143	715006	28107
si:dkey-248g21.1	475	7650	713	6695	822
si:dkey-24i24.3	118	637	952	1554	329
si:dkey-24l11.2	971	7920	344	11477	926
si:dkey-24p1.6	217	1695	59	4412	96
si:dkey-24p1.7	143	537	64	788	29
si:dkey-250d21.1	341	51	224	97	235
si:dkey-250i3.3	2	4	38	7	6
si:dkey-250k15.4	65	284	116	3523	100
si:dkey-251i10.2	1040	792	863	329	10084
si:dkey-251i10.3	8653	19564	8793	17039	8007
si:dkey-253d23.2	342	1033	186	1880	580
si:dkey-253d23.3	271	1127	181	1635	482
si:dkey-253d23.4	1076	3148	313	9048	1277
si:dkey-253d23.5	190	546	98	1061	413
si:dkey-253d23.8	45	17	25	0	44
si:dkey-253d23.9	98	98	70	375	207
si:dkey-253i9.4	3783	25105	2145	21087	6874
si:dkey-254e13.6	47	563	5	644	16
si:dkey-256e7.5	90	314	38	847	200
si:dkey-256h2.1	212	2340	186	5558	177
si:dkey-256i11.2	148	22	193	5	196
si:dkey-258f14.3	203	56	62	132	84
si:dkey-25e12.3	4534	35801	522	42426	2193
si:dkey-25o1.7	751	4190	125	8273	575
si:dkey-25o16.4	1712	1463	1778	9874	5355
si:dkey-260c8.8	289	469	290	1790	472
si:dkey-260g12.1	439	1221	38	3144	425
si:dkey-260j18.2	3098	4007	1312	6657	6178
si:dkey-261h17.1	1054	411	290	1187	1052
si:dkey-261j15.2	324	1994	309	2690	614
si:dkey-261j4.3	997	552	175	1338	462
si:dkey-261j4.4	647	525	295	222	256
si:dkey-261l7.2	680	9076	33	2688	304
si:dkey-261m9.12	90	2	87	0	76
si:dkey-261m9.19	34	7	37	18	24
si:dkey-261m9.6	56	23	418	36	55
si:dkey-261p22.1	148	732	17	1437	265
si:dkey-262g12.10	333	1013	354	1512	721
si:dkey-262g12.12	96	273	73	858	238
si:dkey-262g12.14	783	1114	366	1277	1360
si:dkey-262g12.3	170	282	106	246	397
si:dkey-262g12.7	73	390	45	798	50
si:dkey-262k9.2	6955	38794	185	65891	3154
si:dkey-262k9.4	2738	15201	133	25725	396
si:dkey-264d12.1	95	51	24	302	152
si:dkey-264d12.5	659	708	135	1616	862
si:dkey-264f17.4	19	52	32	14	51
si:dkey-264f17.5	271	1883	19	968	291
si:dkey-266m15.6	153	218	44	735	191
si:dkey-266m15.7	202	390	78	1071	341
si:dkey-267n13.1	103	30502	24	11099	95
si:dkey-269i1.4	0	0	18564	3	247
si:dkey-269o24.6	83	28	203	88	230
si:dkey-26c10.5	119	4655	28	4129	301
si:dkey-26g8.4	0	0	21751	0	366
si:dkey-26g8.5	8	0	33433	24	236
si:dkey-26i13.8	167	126	23	2509	161
si:dkey-26i24.1	146	13	467	3	331
si:dkey-271j15.3	177	55	227	172	227
si:dkey-274m17.3	299	1000	135	3925	330
si:dkey-276j7.1	16924	18622	6299	52273	80572
si:dkey-27b3.2	152	317	45	616	138
si:dkey-27c15.3	144	187	117	345	175
si:dkey-27h10.2	251	16450	278	13560	123
si:dkey-27i16.2	7039	62674	1141	130768	1963
si:dkey-27n6.4	110	128	3	128	44
si:dkey-27p18.5	84	92	0	96	136
si:dkey-27p23.3	40	734	170	11237	110
si:dkey-280e21.3	2037	330	322	843	7751
si:dkey-283b15.2	12	15	2	2	58
si:dkey-285b23.3	39	1394	22	2921	81
si:dkey-286j15.1	3382	7515	1119	9325	6801
si:dkey-286j15.3	2441	15179	1110	27816	1439
si:dkey-287g12.6	596	2836	461	4056	699
si:dkey-28a3.2	422	834	169	1468	911
si:dkey-28b4.7	3338	25117	2584	47464	8346
si:dkey-28b4.8	2295	14260	215	22813	8899
si:dkey-28e7.3	1025	5725	115	8617	1049
si:dkey-28g23.6	83	11	244	202	236
si:dkey-28n18.9	462	951	128	3347	776
si:dkey-29d8.3	143	241	60	1205	194
si:dkey-29h14.10	808	2105	47	1103	245
si:dkey-29j8.2	62	119	111	48	168
si:dkey-30c15.10	1035	2168	2484	6330	2568
si:dkey-30f3.2	104	14	297	34	265
si:dkey-30j22.1	187	167	25	251	107
si:dkey-30k6.5	421	1036	287	1960	724
si:dkey-31c13.1	780	1600	771	3922	2044
si:dkey-31f5.11	413	1166	329	684	2616
si:dkey-31f5.8	2286	6876	74	18057	1034
si:dkey-31g6.4	22	211	22	2815	16
si:dkey-31g6.6	145	492	20	1131	981
si:dkey-32e23.4	258	1783	50	2115	304
si:dkey-32n7.4	88	3023	60	4159	35
si:dkey-33c12.3	1560	2481	53	1938	1798
si:dkey-33c12.4	10617	30503	4027	36071	8300
si:dkey-33c14.7	684	3912	1415	3275	736
si:dkey-33c9.6	822	5769	170	6755	231
si:dkey-33i11.1	26	3448	102	2437	29
si:dkey-33i11.4	4530	3320	1104	17095	3980
si:dkey-34d22.1	823	1082	165	1697	1160
si:dkey-34d22.5	34	1983	47	399	19
si:dkey-34e4.1	41	97	40	80	101
si:dkey-34l15.1	3305	3234	1331	10197	3421
si:dkey-34m19.3	1485	1927	965	3595	2197
si:dkey-35i13.1	668	282	21	300	1886
si:dkey-35m8.1	18	3	11	0	60
si:dkey-36i7.3	6263	90384	238	170926	2115
si:dkey-38l22.2	73	117	6	81	16
si:dkey-38p12.3	1687	11624	486	22937	3477
si:dkey-39a18.1	20	373	93	1171	141
si:dkey-3d4.3	55	3	42	35	66
si:dkey-3h3.3	488	1840	79	2563	346
si:dkey-3k24.5	1550	921	479	1913	4028
si:dkey-3p4.8	16	0	86	6	15
si:dkey-40c11.2	1089	520	454	1156	1266
si:dkey-40h20.1	6	0	43	24	7
si:dkey-40m6.8	914	971	41	566	5957
si:dkey-42i9.4	6403	19218	5308	27622	11665
si:dkey-42i9.6	3187	18876	836	20402	2573
si:dkey-42i9.8	86	319	89	1043	104
si:dkey-42l23.7	233	141	31	1278	138
si:dkey-42p14.3	78	274	94	579	229
si:dkey-43f9.4	129	488	121	570	242
si:dkey-43k4.5	97	148	23	171	156
si:dkey-43p13.5	184	107	44	544	275
si:dkey-44g23.5	8211	15036	2518	33984	9172
si:dkey-45h7.1	16	174	15	439	11
si:dkey-45k15.1	245	2213	15	4086	97
si:dkey-46a10.3	4211	18592	1175	32531	8930
si:dkey-46g23.1	388	1489	328	1274	991
si:dkey-46g23.2	17	377	99	93	76
si:dkey-48p11.3	494	4003	371	6714	430
si:dkey-49n23.1	299	286	74	336	295
si:dkey-4c15.13	158	688	128	781	157
si:dkey-4c23.5	56	261	33	414	40
si:dkey-4e4.1	5	0	16	0	7
si:dkey-4e7.3	2744	32401	644	37061	1592
si:dkey-4i23.5	907	1541	448	5696	1369
si:dkey-4p15.3	1396	31393	54	25745	288
si:dkey-50i6.5	115	550	68	966	488
si:dkey-50i6.6	25	0	12	2	44
si:dkey-51a16.9	1091	1158	388	2294	4160
si:dkey-51d8.9	107	466	29	592	138
si:dkey-51e6.1	736	68399	59	39494	285
si:dkey-52l18.4	481	3017	617	9146	618
si:dkey-53k12.18	31	157	27	278	7
si:dkey-54j5.2	16	27	50	16	89
si:dkey-54n8.2	713	3575	223	3808	842
si:dkey-56d12.4	337	837	139	595	665
si:dkey-56e3.2	31624	843	141	5338	1948
si:dkey-56e3.3	876	1849	344	2877	1516
si:dkey-56f14.4	149	176	48	441	491
si:dkey-56f14.7	1509	1582	119	2044	4348
si:dkey-56i24.1	260	943	99	1725	176
si:dkey-56m19.5	20395	28955	18178	41827	76842
si:dkey-57a22.11	422	387	595	8673	680
si:dkey-57h18.1	327	785	227	2426	443
si:dkey-57k2.7	1656	4298	788	9084	2410
si:dkey-57l19.1	13	136	58	165	5
si:dkey-57n24.6	95	67	126	1519	224
si:dkey-58f10.7	106	2473	30	3380	77
si:dkey-58j15.11	171	899	114	1692	163
si:dkey-5n18.1	2550	9555	516	12614	2336
si:dkey-5n7.2	97	405	214	686	238
si:dkey-60a16.1	581	1539	354	2395	910
si:dkey-60d5.3	300	165	155	444	665
si:dkey-61l1.4	66	60	11	29	66
si:dkey-61n16.5	1835	734	41	457	1723
si:dkey-61p9.7	480	366	18	1163	13
si:dkey-61p9.9	113	400	28	2851	144
si:dkey-62k3.5	1192	1526	2834	6566	1697
si:dkey-65b12.6	967	2418	43	28576	1958
si:dkey-65j4.2	45	53	63	205	53
si:dkey-65j6.2	81	617	36	2589	117
si:dkey-66i24.7	974	1218	646	2901	2521
si:dkey-66i24.9	781	738	943	1910	1116
si:dkey-67c22.2	22912	11547	15786	16461	34747
si:dkey-68o6.5	181	555	797	2255	236
si:dkey-68o6.6	32	603	42	523	26
si:dkey-69o16.5	2354	15797	555	26916	781
si:dkey-6d5.1	66	104	209	1148	265
si:dkey-6e2.2	1306	2968	693	3315	1736
si:dkey-6f10.4	58	67	221	844	47
si:dkey-6i22.5	1600	2872	2698	12739	2081
si:dkey-6n21.12	1080	1887	1599	4309	2229
si:dkey-6n21.13	48	207	34	820	64
si:dkey-6n6.2	754	4415	88	5379	677
si:dkey-70b23.2	46	438	102	3243	235
si:dkey-70p6.1	614	125	48	63	1526
si:dkey-71b5.6	23	160	17	2262	25
si:dkey-71b5.7	344	1967	124	1731	574
si:dkey-71h2.2	185	763	22	2528	209
si:dkey-72l14.4	1809	5923	736	11464	3225
si:dkey-72l17.6	13	22	153	27	56
si:dkey-73n10.1	2109	10512	917	14846	2196
si:dkey-74k8.3	1338	37012	1003	54247	2159
si:dkey-74k8.4	79	3079	242	19485	183
si:dkey-75a21.2	937	2705	424	5499	2059
si:dkey-75b17.1	116	354	56	630	167
si:dkey-76d14.2	137	290	70	285	208
si:dkey-76k16.6	396	2746	47	4069	144
si:dkey-77f5.11	232	245	233	357	407
si:dkey-77f5.13	538	374	423	194	1048
si:dkey-77f5.14	83	154	130	529	154
si:dkey-77f5.3	1219	1585	1482	3373	3103
si:dkey-77f5.4	341	534	92	1525	583
si:dkey-77f5.8	46	0	28	28	59
si:dkey-77g12.1	2027	192978	16	240015	16
si:dkey-78k11.9	149	518	20	938	28
si:dkey-78l4.14	1912	6681	715	10958	2705
si:dkey-78p8.1	816	948	427	1665	1125
si:dkey-79d12.4	124	299	60	444	243
si:dkey-79d12.5	19030	85053	974	58078	17675
si:dkey-79p17.3	166	2332	111	2390	88
si:dkey-7c18.24	10159	2450	30	6372	19
si:dkey-7f16.3	17	0	118	8	20
si:dkey-7f3.9	1000	324	82	557	4525
si:dkey-7i4.10	356	449	258	517	463
si:dkey-7i4.12	1537	1007	1842	1635	2672
si:dkey-7i4.15	63	2	31	0	94
si:dkey-7i4.7	174	72	136	211	310
si:dkey-7i4.8	145	211	146	460	227
si:dkey-7i4.9	741	455	884	877	1451
si:dkey-7j14.5	748	536	77	918	1482
si:dkey-7j14.6	11032	93364	2725	122957	11792
si:dkey-7j22.1	21	12	34	4	28
si:dkey-7l6.3	232	651	152	1260	772
si:dkey-7n6.2	306	635	100	1662	369
si:dkey-81e3.2	41	305	87	391	90
si:dkey-81l17.6	1260	1143	477	1096	3577
si:dkey-82i20.2	370	890	795	1961	787
si:dkey-82j4.2	146	217	33	304	91
si:dkey-82o10.4	838	2314	71	3944	520
si:dkey-83k24.5	133	6767	425	5285	408
si:dkey-84k17.2	316	2215	150	4420	323
si:dkey-85a20.4	446	1663	173	1734	637
si:dkey-85k15.4	71	993	75	3216	31
si:dkey-85k7.7	4445	3971	452	5959	2030
si:dkey-85n7.6	169	438	54	972	314
si:dkey-85n7.7	11	0	49	2	12
si:dkey-85n7.8	224	645	85	3156	101
si:dkey-86e18.1	777	1878	429	4425	1339
si:dkey-87o1.2	5809	11635	2187	36070	6314
si:dkey-88p24.11	3914	11288	2536	16101	4968
si:dkey-89b17.4	392	322	244	585	751
si:dkey-8k3.2	375	248925	188	61170	289
si:dkey-8l13.5	46	68	52	200	137
si:dkey-90a13.10	32	102	29	1935	27
si:dkey-90l23.1	55	6007	118	2123	158
si:dkey-91i10.2	152	123	51	163	290
si:dkey-92f12.2	366	1502	111	6767	521
si:dkey-92i15.4	513	434	51	1049	376
si:dkey-92i17.2	719	606	1053	4578	1258
si:dkey-93h22.8	4900	6221	908	10470	6391
si:dkey-93m18.3	207	2548	98	2586	160
si:dkey-93m18.4	266	611	96	1134	203
si:dkey-93m18.6	34	8140	11	3596	16
si:dkey-93n13.1	227	1450	248	2150	525
si:dkey-93n13.2	1450	3948	1795	2373	2041
si:dkey-95h12.1	1903	333	90	730	2073
si:dkey-95p16.2	1054	961	905	1326	1074
si:dkey-97a13.12	965	178	28	482	41
si:dkey-97a13.6	59	969	5	839	10
si:dkey-97o5.1	1799	2369	1012	8170	2068
si:dkey-9i23.15	1639	5220	949	14145	1885
si:dkey-9i23.16	114	7	41	108	112
si:dkey-9i23.6	127	123	59	93	138
si:dkey-9l20.3	12	55	149	64	52943
si:dkeyp-100a5.4	86	3	64	72	34
si:dkeyp-104b3.21	23	219	8	1683	11
si:dkeyp-104f11.6	202	13	275	41	671
si:dkeyp-104h9.5	768	3607	325	6388	940
si:dkeyp-106c3.1	326	183	174	378	1684
si:dkeyp-110a12.4	183	122	1481	114	1189
si:dkeyp-110e4.11	550	581	115	574	944
si:dkeyp-110e4.6	1780	8230	889	10908	3327
si:dkeyp-110g5.4	255	1056	183	5908	446
si:dkeyp-113d7.1	4655	3852	4075	7464	8336
si:dkeyp-113d7.10	496	113	337	239	884
si:dkeyp-115e12.6	1858	7409	994	18051	3574
si:dkeyp-115e12.7	1221	19443	386	27734	2430
si:dkeyp-117b11.1	561	1571	38	5157	33
si:dkeyp-117b11.2	208	158	100	583	340
si:dkeyp-117b8.4	112	414	74	551	259
si:dkeyp-117h8.2	3403	3237	98	2691	10912
si:dkeyp-117h8.4	560	373	799	2445	1426
si:dkeyp-118h3.6	1374	2436	416	3158	1675
si:dkeyp-11e3.1	928	118	172	1209	1149
si:dkeyp-120h9.1	3371	4138	1061	6409	2351
si:dkeyp-121d2.7	74	263	46	353	139
si:dkeyp-121d4.3	3932	8751	1560	11036	7240
si:dkeyp-123h10.2	452	444	20	884	1487
si:dkeyp-13a3.10	68	388	57	729	133
si:dkeyp-13d12.23	257	110	5	338	12
si:dkeyp-14d3.1	443	172	13	301	556
si:dkeyp-19e1.3	1060	5478	422	4299	559
si:dkeyp-20g2.1	719	1489	484	7416	1074
si:dkeyp-23e4.3	309	1031	40	2818	126
si:dkeyp-26a9.2	932	1362	1056	7112	2134
si:dkeyp-27c8.2	2038	58674	377	66968	1100
si:dkeyp-27e10.3	1387	246	48	512	4616
si:dkeyp-28d2.4	22	567	52	471	1
si:dkeyp-2e4.2	72	60	52	177	61
si:dkeyp-2e4.5	290	338	162	872	340
si:dkeyp-2e4.6	244	344	184	955	357
si:dkeyp-30e7.2	74	153	132	640	95
si:dkeyp-33b5.4	794	2759	392	3851	1026
si:dkeyp-34c12.1	158	177	41	150	323
si:dkeyp-35e5.10	151	11	251	41	456
si:dkeyp-35e5.5	74	157	14	408	51
si:dkeyp-35e5.9	13	15	99	6	54
si:dkeyp-38g8.5	719	1692	551	4274	1534
si:dkeyp-44a8.2	11531	33721	4716	46851	21432
si:dkeyp-44a8.4	909	883	117	1894	1204
si:dkeyp-44b5.5	57	0	144	2	88
si:dkeyp-46h3.6	18	1356	58	1531	48
si:dkeyp-50f7.2	37	2133	59	389	95
si:dkeyp-53e4.1	88	48	788	215	310
si:dkeyp-55f12.3	2841	9779	2129	15542	2086
si:dkeyp-57f11.2	226	505	141	1948	384
si:dkeyp-67a8.4	38	123	93	292	65
si:dkeyp-67f1.1	451	1815	139	5515	530
si:dkeyp-67f1.2	92	196	58	822	417
si:dkeyp-68b7.12	2766	13688	858	19158	426
si:dkeyp-68b7.7	725	3089	293	5563	1293
si:dkeyp-69b9.3	200	21	187	38	262
si:dkeyp-69b9.6	3555	4172	1315	8134	10098
si:dkeyp-69c1.6	1630	3817	1565	6761	3408
si:dkeyp-69c1.9	29	69	50	121	43
si:dkeyp-69e1.8	307	511	144	1642	235
si:dkeyp-72e1.6	497	4825	78	10254	506
si:dkeyp-72e1.9	755	2417	252	972	934
si:dkeyp-72g9.4	397	1872	21	2155	992
si:dkeyp-75b4.7	66	8	109	450	232
si:dkeyp-75h12.2	1160	4047	114	7332	942
si:dkeyp-75h12.5	2675	5004	271	9425	11272
si:dkeyp-77h1.4	157	34	5	27	148
si:dkeyp-7a3.1	12	28	33	205	27
si:dkeyp-80c12.4	28	439	22	316	9
si:dkeyp-82a1.6	1012	4446	491	8734	879
si:dkeyp-84f3.5	1869	3180	821	4560	3651
si:dkeyp-84f3.9	535	710	326	1313	1634
si:dkeyp-86b9.1	133	793	134	4335	372
si:dkeyp-86d6.2	151	184	154	309	352
si:dkeyp-86h10.3	1179	1070	120	2449	1841
si:dkeyp-87e7.4	3903	6204	2576	10924	11662
si:dkeyp-93d12.1	32	2089	41	9974	31
si:dkeyp-94b4.1	5706	6156	2146	11275	6514
si:dkeyp-94g1.1	859	967	230	2432	392
si:dkeyp-94h10.5	1131	5958	696	8061	1087
si:dkeyp-97a10.1	54	272	12	1152	41
si:dkeyp-97a10.2	511	2269	121	2887	544
si:dkeyp-97a10.3	94	23	21	56	103
si:dkeyp-97b10.3	535	870	331	1735	821
si:dkeyp-9d4.3	1128	914	30	1097	2361
si:rp71-15i12.1	742	1599	486	11678	1269
si:rp71-17i16.6	83	729	104	3288	250
si:rp71-19m20.1	1070	4195	637	7886	1607
si:rp71-1c10.10	79	53	21	169	143
si:rp71-1c23.3	1868	5790	1408	13496	3291
si:rp71-1d10.8	389	513	413	971	1250
si:rp71-1g18.1	317	1005	895	2302	1157
si:rp71-1g18.13	357	7180	57	7438	195
si:rp71-1h20.5	24	55	21	164	45
si:rp71-1h20.9	382	24823	171	42374	536
si:rp71-1i20.1	30	81	19	133	41
si:rp71-1i20.2	1132	1159	78	8613	239
si:rp71-1k13.6	641	5917	178	7934	799
si:rp71-1p14.7	25	150	71	3343	36
si:rp71-36a1.1	1821	2569	174	5198	1291
si:rp71-36a1.2	707	1048	84	1395	825
si:rp71-45k5.4	11819	46804	6787	67818	21244
si:rp71-46j2.7	2692	8789	450	12468	1926
si:rp71-62i8.1	101	530	15	544	80
si:rp71-68n21.9	680	12926	179	35619	147
si:rp71-77l1.1	965	2253	174	5819	1675
si:rp71-79p20.2	272	208	70	471	210
si:zfos-1011f11.1	10693	4664	1381	23008	14026
si:zfos-1056e6.1	122	903	71	3161	270
si:zfos-1192g2.3	6405	23178	2037	29345	6394
si:zfos-128g4.1	401	438	986	814	921
si:zfos-128g4.2	204	308	91	815	303
si:zfos-169g10.3	3479	16873	2359	31762	2485
si:zfos-1714f5.3	1812	9037	319	18940	1006
si:zfos-1897c11.1	13	4847	99	1072	67
si:zfos-223e1.2	748	841	101	2291	531
si:zfos-2326c3.2	949	8993	448	6306	1007
si:zfos-2330d3.7	254	5013	17	20937	7
si:zfos-364h11.1	728	1882	126	2478	387
si:zfos-452g4.1	356	1397	103	2444	562
si:zfos-464b6.2	847	61417	219	35986	876
si:zfos-741a10.3	314	10721	414	20083	226
si:zfos-905g2.1	236	2099	348	9332	622
si:zfos-943e10.1	4458	28848	2144	46147	5269
siae	1252	5154	751	7242	1560
siah1	3576	5679	1489	12143	8530
siah2l	253	884	51	1113	309
sidt2	517	1537	176	2724	1132
sigirr	255	4155	32	6331	181
sigmar1	3985	20555	1601	30212	3677
sik1	18652	86425	2191	88989	15191
sik2b	25425	22668	2688	30132	15206
sik3	296	574	116	938	460
sil1	4032	25639	791	11364	2974
sim1a	267	288	170	401	668
sin3aa	3481	6472	2123	12563	7130
sin3ab	7195	8125	2358	10578	16951
sin3b	2037	2620	1166	4420	6351
sinhcaf	3641	13079	800	25958	7596
sinhcafl	5027	3076	5821	5892	21209
sipa1l1	845	785	810	1437	1702
sipa1l2	4045	7904	4001	12793	12511
sipa1l3	1040	498	445	1119	1625
sirt1	10548	23728	3636	27498	23505
sirt2	2000	10619	571	20778	2796
sirt3	255	2458	162	10129	742
sirt4	523	2850	77	5289	432
sirt5	1289	3889	215	8282	1184
sirt6	1167	3050	1179	8553	2888
sirt7	214	920	203	2298	900
siva1	2098	4318	2025	8408	2561
six1a	1450	370	400	958	2782
six1b	1756	1192	1300	1996	3458
six2a	1592	1165	611	3996	2630
six2b	629	41	176	421	626
six3a	4473	494	2153	1063	13074
six3b	2949	1619	2518	1111	10445
six4a	1056	665	644	1763	2056
six4b	720	1319	594	1605	1441
six5	14	27	12	6	17
six6a	374	223	339	546	1424
six6b	831	210	277	363	4213
six7	2376	52	20	241	9145
six9	114	11	27	38	100
ska1	536	546	846	3641	980
ska2	1163	7543	1383	12585	1912
ska3	1217	1108	1705	3854	2371
skap1	530	1667	82	3741	144
skap2	1207	27177	384	51422	552
skia	8314	8194	2393	12222	13393
skib	736	660	428	1287	969
skilb	463	2132	148	3121	494
skiv2l	1703	4510	767	7895	2135
skor1a	687	200	84	354	2445
skor1b	334	598	93	425	2766
skp1	41017	97398	26952	137394	73109
skp2	1250	612	2206	3637	2198
sla1	174	1454	120	2917	30
sla2	4089	15019	59	41311	155
slain1a	161	177	77	349	767
slain2	4234	14466	1153	16869	6107
slbp	3088	8398	8061	33736	7100
slc10a3	1612	26579	578	39510	2210
slc10a7	3572	9507	940	11705	3543
slc11a2	8196	46964	1582	36863	7301
slc12a2	14158	15434	3095	24201	21229
slc12a3	122	3434	342	11487	162
slc12a4	2034	19599	1257	18003	3335
slc12a7a	1707	4945	510	8812	1650
slc12a7b	3570	23404	239	25761	2215
slc12a9	691	8090	186	9427	708
slc13a2	3353	192141	18	442984	384
slc13a3	223	537	74	9056	794
slc13a4	706	157	51	468	118
slc13a5a	277	40805	39	21869	392
slc15a1a	194	2342	10	2936	11
slc15a2	668	5687	609	11082	580
slc15a4	1011	3294	251	3706	1149
slc16a10	26890	59072	1885	53788	16570
slc16a12a	334	1206	86	5825	65
slc16a12b	2210	1497	277	17699	2391
slc16a13	348	3555	50	6783	322
slc16a1a	476	1388	34	3247	333
slc16a1b	634	8503	294	7342	598
slc16a3	3704	17305	85	14376	1658
slc16a4	290	483	46	4277	293
slc16a5a	290	610	36	1083	214
slc16a6a	469	10291	441	5796	619
